,name,date,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest,tech_self_score.C#,tech_self_score.Java,tech_self_score.R,tech_self_score.JavaScript,tech_self_score.Python,tech_self_score.C++,tech_self_score.Ruby,tech_self_score.SPSS,tech_self_score.PHP
483,Celina Polley,18/07/2019,"['Empathy', 'Listening', 'Competitive']","['Sensitive', 'Intolerant', 'Overbearing']",Yes,Yes,Yes,Pass,Data,,2.0,,,3.0,,4.0,1.0,
484,Daloris Cotesford,10/07/2019,['Versatile'],['Intolerant'],Yes,Yes,Yes,Pass,Business,,,2.0,2.0,,,1.0,,
485,Natalie Norwich,31/07/2019,"['Problem Solving', 'Critical Thinking']","['Intolerant', 'Chatty', 'Indecisive']",Yes,Yes,Yes,Pass,Data,7.0,1.0,,,,,6.0,,
486,Kerstin Couper,23/07/2019,['Courteous'],['Overbearing'],Yes,Yes,Yes,Pass,Data,,,1.0,1.0,,4.0,4.0,,2.0
487,Keen Tripony,03/07/2019,['Efficient'],"['Chaotic', 'Anxious']",Yes,Yes,Yes,Pass,Business,,,,,,,,,
488,Ody Paroni,18/07/2019,"['Composure', 'Reliable', 'Creative']","['Conventional', 'Chatty']",Yes,Yes,Yes,Pass,Data,,,4.0,,,,,,
489,Rodolfo Drillot,03/07/2019,['Listening'],"['Passive', 'Chatty', 'Indecisive']",Yes,Yes,Yes,Pass,Business,,1.0,,,3.0,,5.0,,1.0
490,Derward Wyllt,03/07/2019,"['Collaboration', 'Independent', 'Ambitious']","['Procrastination', 'Perfectionist']",Yes,No,No,Fail,Business,,6.0,1.0,,5.0,,,,1.0
491,Amil Lidden,09/07/2019,['Charisma'],['Competitive'],No,Yes,Yes,Fail,Data,,,,,,,,,
492,Salim Sarra,10/07/2019,"['Courteous', 'Rational', 'Problem Solving']","['Slow', 'Competitive', 'Indecisive']",Yes,Yes,Yes,Pass,Data,,,8.0,5.0,,,,,
493,Horatius Branch,11/07/2019,"['Composure', 'Courteous', 'Passionate']",['Intolerant'],Yes,Yes,Yes,Pass,Data,6.0,2.0,,,,3.0,3.0,,3.0
494,Frankie Boseley,02/07/2019,"['Problem Solving', 'Patient']",['Impatient'],Yes,Yes,Yes,Pass,Engineering,,,3.0,,,,2.0,,
495,Bayard Stuckow,09/07/2019,['Curious'],"['Critical', 'Conventional']",Yes,Yes,Yes,Pass,Data,,,,,4.0,,,,
496,Babita Tabourin,18/07/2019,"['Innovative', 'Listening', 'Perfectionism']","['Critical', 'Slow', 'Indifferent']",No,Yes,Yes,Fail,Engineering,3.0,,3.0,,,,3.0,2.0,3.0
497,Job Restall,10/07/2019,"['Rational', 'Perfectionism', 'Curious']","['Competitive', 'Distracted', 'Selfish']",Yes,Yes,Yes,Pass,Data,,1.0,,,3.0,,,,
498,Evin De Roeck,17/07/2019,"['Perfectionism', 'Patient', 'Creative']","['Anxious', 'Slow', 'Introverted']",Yes,Yes,Yes,Pass,Engineering,,,1.0,,,,,,
499,Leopold Boichat,25/07/2019,['Critical Thinking'],"['Impatient', 'Slow', 'Selfish']",Yes,Yes,Yes,Pass,Engineering,,,,,,4.0,,,
500,Nevil Penhaligon,24/07/2019,"['Creative', 'Problem Solving']","['Sensitive', 'Perfectionist', 'Overbearing']",Yes,Yes,Yes,Pass,Engineering,,,1.0,,,1.0,,,
501,Thorin Eskriet,10/07/2019,"['Innovative', 'Patient']",['Impatient'],Yes,Yes,Yes,Fail,Business,,,7.0,,,3.0,,,1.0
502,Kathy Capstack,18/07/2019,"['Organisation', 'Competitive', 'Reliable']","['Indifferent', 'Competitive']",Yes,Yes,Yes,Pass,Engineering,,2.0,,,,,,,
503,Floris Rizzetti,11/07/2019,"['Altruism', 'Problem Solving', 'Versatile']","['Conventional', 'Indecisive', 'Stubborn']",Yes,Yes,Yes,Pass,Engineering,,,3.0,,,1.0,,,
504,Ollie Pinniger,09/07/2019,['Perfectionism'],"['Controlling', 'Stubborn']",Yes,Yes,Yes,Pass,Business,1.0,3.0,,6.0,,,6.0,,1.0
505,Rancell Lill,18/07/2019,"['Collaboration', 'Charisma', 'Critical Thinking']",['Competitive'],Yes,Yes,Yes,Pass,Engineering,,,,,,,,,
506,Van Chesshyre,09/07/2019,['Independent'],"['Indecisive', 'Sensitive', 'Anxious']",Yes,Yes,Yes,Pass,Business,2.0,,,,,,4.0,,5.0
507,Vivienne Blakelock,10/07/2019,"['Problem Solving', 'Patient']","['Slow', 'Chatty', 'Indecisive']",Yes,Yes,Yes,Pass,Business,,,,,,,,3.0,
508,Brad Coleyshaw,30/07/2019,"['Listening', 'Versatile']",['Anxious'],Yes,Yes,Yes,Pass,Engineering,,,,1.0,,,,,
509,Adelaida Pirson,11/07/2019,"['Versatile', 'Reliable', 'Consistent']",['Undisciplined'],Yes,Yes,Yes,Pass,Data,,,,6.0,3.0,4.0,,,
510,Alli Ludewig,16/07/2019,['Courteous'],"['Passive', 'Overbearing', 'Sensitive']",Yes,Yes,Yes,Pass,Engineering,3.0,,2.0,,,2.0,,7.0,
511,Elnore Schwandner,16/07/2019,"['Composure', 'Competitive']","['Indecisive', 'Distracted']",Yes,Yes,Yes,Pass,Business,,,,,,,5.0,,2.0
512,Sandor Swatradge,18/07/2019,"['Organisation', 'Problem Solving']","['Slow', 'Conventional']",Yes,Yes,Yes,Fail,Business,,,4.0,3.0,,,,2.0,
513,Benjamin Chastand,31/07/2019,"['Creative', 'Patient', 'Composure']","['Conventional', 'Indecisive', 'Undisciplined']",Yes,Yes,Yes,Pass,Engineering,,,,5.0,,2.0,,,
514,Coleman Martynka,25/07/2019,"['Empathy', 'Collaboration']","['Impulsive', 'Immature', 'Selfish']",Yes,Yes,Yes,Pass,Data,,4.0,,2.0,7.0,3.0,,,
515,Alistair Scanes,23/07/2019,['Problem Solving'],['Controlling'],Yes,Yes,Yes,Pass,Engineering,2.0,4.0,2.0,,4.0,,,,1.0
516,Gradeigh Hamblin,16/07/2019,"['Innovative', 'Altruism', 'Determined']","['Distracted', 'Selfish']",Yes,Yes,No,Fail,Engineering,2.0,,,5.0,7.0,2.0,1.0,,
517,Clementine Greedier,24/07/2019,"['Collaboration', 'Efficient']",['Selfish'],Yes,Yes,Yes,Pass,Engineering,,,,3.0,3.0,2.0,5.0,,
518,Dyna Sange,04/07/2019,['Reliable'],"['Slow', 'Chatty', 'Introverted']",Yes,Yes,No,Fail,Engineering,1.0,,4.0,,,,6.0,,3.0
519,Aggie Remmers,30/07/2019,"['Composure', 'Reliable', 'Consistent']",['Overbearing'],Yes,Yes,Yes,Pass,Business,1.0,,,4.0,,3.0,,5.0,
520,Randie Klimashevich,10/07/2019,"['Consistent', 'Composure']",['Undisciplined'],Yes,Yes,Yes,Pass,Data,,1.0,,,,,,,2.0
521,Laird Grece,17/07/2019,"['Composure', 'Innovative']","['Conventional', 'Procrastination']",No,Yes,Yes,Fail,Engineering,,2.0,,,6.0,,,,1.0
522,Abelard Cardenas,09/07/2019,"['Courteous', 'Composure']","['Procrastination', 'Indecisive']",Yes,Yes,Yes,Fail,Business,,4.0,,2.0,,,,,1.0
523,Maje Vallis,10/07/2019,['Competitive'],['Impatient'],Yes,Yes,Yes,Pass,Engineering,,1.0,,1.0,,,,,
524,Thoma Bolesworth,04/07/2019,"['Courteous', 'Problem Solving', 'Rational']",['Competitive'],Yes,Yes,Yes,Pass,Data,,3.0,,3.0,,,,,
525,Kris Whaley,30/07/2019,"['Altruism', 'Consistent']","['Slow', 'Indecisive']",No,Yes,Yes,Fail,Business,,,,,3.0,6.0,,,
526,Elsworth Bendtsen,31/07/2019,"['Determined', 'Charisma', 'Composure']","['Procrastination', 'Controlling']",Yes,Yes,Yes,Pass,Engineering,2.0,,,5.0,,,6.0,,
527,Honor Huntall,02/07/2019,"['Composure', 'Patient']",['Conventional'],Yes,Yes,Yes,Pass,Engineering,,,,,2.0,,2.0,,
528,Paulina Tear,17/07/2019,"['Courteous', 'Rational', 'Creative']","['Intolerant', 'Anxious']",No,Yes,Yes,Fail,Business,,,,,,,,,3.0
529,Kirsten Spelman,30/07/2019,['Composure'],"['Stubborn', 'Procrastination', 'Passive']",Yes,Yes,Yes,Pass,Data,,,,,1.0,3.0,,,
530,Yankee Northing,02/07/2019,"['Critical Thinking', 'Versatile']",['Controlling'],Yes,Yes,Yes,Pass,Data,5.0,2.0,3.0,,,1.0,,,
531,Noby Vacher,04/07/2019,"['Composure', 'Collaboration', 'Versatile']",['Controlling'],Yes,Yes,No,Fail,Business,,,,2.0,,,5.0,,1.0
532,Bevon Detoile,03/07/2019,"['Ambitious', 'Charisma']",['Indecisive'],Yes,Yes,Yes,Pass,Business,,,4.0,,,4.0,,,
533,Weylin Swatradge,03/07/2019,['Patient'],['Impatient'],No,Yes,No,Fail,Business,,2.0,1.0,,,,4.0,,
534,Berti Nayer,02/07/2019,"['Creative', 'Consistent']",['Indifferent'],Yes,Yes,Yes,Pass,Data,1.0,3.0,5.0,,1.0,,,,2.0
535,Adaline Durtnell,30/07/2019,"['Patient', 'Organisation', 'Efficient']",['Perfectionist'],Yes,No,No,Fail,Data,4.0,2.0,,1.0,4.0,,4.0,,
536,Oralia Chaikovski,25/07/2019,"['Versatile', 'Courteous', 'Listening']","['Indifferent', 'Distracted', 'Chaotic']",No,Yes,Yes,Fail,Engineering,,,,,3.0,,,,
537,Ester Mcterrelly,11/07/2019,['Organisation'],"['Anxious', 'Indecisive', 'Passive']",No,Yes,Yes,Fail,Data,,2.0,4.0,3.0,3.0,,4.0,3.0,2.0
538,Lee Bernocchi,03/07/2019,"['Rational', 'Composure']","['Intolerant', 'Controlling']",Yes,No,Yes,Fail,Engineering,2.0,,,,4.0,2.0,,2.0,
539,Clarke Cradoc,25/07/2019,"['Critical Thinking', 'Organisation', 'Perfectionism']","['Perfectionist', 'Indifferent', 'Anxious']",Yes,Yes,Yes,Pass,Engineering,,1.0,,,3.0,,3.0,,1.0
540,Dun Kurth,09/07/2019,"['Listening', 'Courteous']","['Overbearing', 'Undisciplined']",Yes,Yes,No,Fail,Data,,1.0,,,,,,,
541,Drusy Benny,02/07/2019,['Competitive'],"['Impulsive', 'Undisciplined']",Yes,Yes,Yes,Pass,Data,,4.0,,,,4.0,3.0,,
542,Maxie Thairs,03/07/2019,['Problem Solving'],['Critical'],No,Yes,No,Fail,Business,,,2.0,3.0,,3.0,4.0,,1.0
543,Lurline Stirtle,11/07/2019,['Ambitious'],"['Conventional', 'Intolerant', 'Chatty']",Yes,Yes,Yes,Pass,Business,,,5.0,,,1.0,,,
544,Marna Matskevich,30/07/2019,['Rational'],['Slow'],Yes,Yes,Yes,Pass,Business,,2.0,,,,4.0,,3.0,
545,Ara Loggie,02/07/2019,"['Ambitious', 'Collaboration']",['Undisciplined'],Yes,Yes,Yes,Pass,Data,,1.0,4.0,,,,,,
546,Brewer Calderbank,16/07/2019,"['Reliable', 'Rational', 'Charisma']","['Immature', 'Undisciplined', 'Perfectionist']",Yes,Yes,Yes,Pass,Engineering,,3.0,,2.0,,,,,1.0
547,Eberhard Cattemull,30/07/2019,"['Altruism', 'Composure']",['Selfish'],Yes,Yes,Yes,Pass,Data,1.0,4.0,,,1.0,4.0,,,
548,Tuesday Tasseler,09/07/2019,"['Charisma', 'Critical Thinking', 'Problem Solving']",['Overbearing'],Yes,Yes,Yes,Pass,Data,,,1.0,,3.0,,,,
549,Brodie Chipperfield,24/07/2019,"['Efficient', 'Competitive']","['Slow', 'Distracted']",Yes,Yes,Yes,Pass,Engineering,,,,,2.0,4.0,2.0,4.0,1.0
550,Hill Tiplady,03/07/2019,['Patient'],['Procrastination'],No,Yes,Yes,Fail,Data,3.0,,,,,,,,
551,Briggs Logsdail,18/07/2019,['Consistent'],['Impatient'],Yes,No,Yes,Fail,Data,,4.0,,,,,,,
552,Adela Paley,23/07/2019,"['Ambitious', 'Efficient', 'Versatile']",['Anxious'],Yes,Yes,Yes,Pass,Data,,4.0,,,2.0,,3.0,2.0,
553,Meyer Dobbison,30/07/2019,"['Rational', 'Listening']","['Chaotic', 'Competitive']",Yes,Yes,No,Fail,Engineering,2.0,5.0,,,1.0,,3.0,,
554,Sherlocke Baselio,02/07/2019,"['Creative', 'Innovative', 'Collaboration']","['Controlling', 'Undisciplined']",Yes,Yes,Yes,Pass,Business,,,,2.0,,6.0,3.0,,
555,Amalea Ughi,02/07/2019,"['Innovative', 'Altruism', 'Consistent']","['Introverted', 'Passive']",Yes,Yes,Yes,Pass,Business,,,,,,,2.0,5.0,1.0
556,Julia Taile,02/07/2019,['Consistent'],"['Procrastination', 'Conventional']",Yes,No,Yes,Fail,Business,,,,,,,4.0,,1.0
557,Eden Chattock,09/07/2019,"['Listening', 'Composure']","['Impulsive', 'Undisciplined']",Yes,Yes,Yes,Pass,Engineering,,,,,1.0,3.0,,,
558,Rois Covey,25/07/2019,"['Composure', 'Determined']","['Controlling', 'Competitive', 'Conventional']",Yes,Yes,Yes,Fail,Business,6.0,2.0,2.0,,,4.0,3.0,,1.0
559,Avictor Moorey,17/07/2019,"['Empathy', 'Versatile', 'Organisation']",['Slow'],Yes,No,Yes,Fail,Business,3.0,2.0,,,,4.0,,,2.0
560,Regina Calver,31/07/2019,"['Organisation', 'Curious']",['Sensitive'],Yes,Yes,Yes,Pass,Data,2.0,,2.0,,,3.0,3.0,,
561,Lonnard O'Neill,18/07/2019,"['Charisma', 'Determined']","['Procrastination', 'Competitive']",Yes,Yes,Yes,Pass,Data,,4.0,,2.0,,1.0,,,2.0
562,Ardis Staniland,02/07/2019,['Altruism'],['Chaotic'],Yes,Yes,No,Fail,Data,3.0,,3.0,,,,7.0,,
563,Bill Pendlebury,18/07/2019,['Creative'],"['Chatty', 'Distracted', 'Impulsive']",Yes,Yes,No,Fail,Business,6.0,,2.0,,5.0,,,,3.0
564,Allyce Attwill,25/07/2019,"['Rational', 'Competitive']","['Conventional', 'Slow', 'Anxious']",Yes,Yes,Yes,Pass,Engineering,,1.0,3.0,,,,2.0,,1.0
565,Belle Catherall,11/07/2019,"['Efficient', 'Patient']","['Chatty', 'Competitive']",Yes,Yes,Yes,Pass,Data,2.0,4.0,4.0,,1.0,7.0,5.0,,
566,Layne Mcaline,25/07/2019,['Rational'],"['Introverted', 'Perfectionist', 'Critical']",Yes,Yes,No,Fail,Business,4.0,1.0,5.0,2.0,2.0,,1.0,1.0,
567,Ulrikaumeko Bowsher,16/07/2019,"['Curious', 'Problem Solving']","['Chatty', 'Impatient', 'Controlling']",Yes,Yes,Yes,Pass,Data,3.0,,2.0,7.0,,,,,
568,Lory Bruckman,11/07/2019,"['Problem Solving', 'Creative', 'Versatile']","['Slow', 'Anxious']",Yes,Yes,Yes,Pass,Data,3.0,2.0,,,,,,4.0,
569,Rufe Devon,11/07/2019,['Consistent'],"['Controlling', 'Impatient', 'Critical']",Yes,Yes,Yes,Pass,Data,3.0,,,,,4.0,,,2.0
570,Abbott Dodgshon,18/07/2019,"['Innovative', 'Creative']","['Indifferent', 'Procrastination']",Yes,Yes,Yes,Pass,Engineering,,2.0,,,,5.0,,,
571,Antonie Coram,25/07/2019,"['Efficient', 'Reliable', 'Perfectionism']","['Chatty', 'Impatient']",Yes,Yes,Yes,Pass,Data,,2.0,,3.0,2.0,1.0,,,
572,Cinnamon Gilkison,09/07/2019,['Rational'],['Overbearing'],Yes,Yes,Yes,Fail,Business,,,,2.0,2.0,1.0,,,3.0
573,Dewitt Milborn,24/07/2019,['Independent'],"['Distracted', 'Perfectionist', 'Indecisive']",Yes,Yes,Yes,Pass,Data,,,,,,,,1.0,
574,Claude Duran,02/07/2019,['Curious'],"['Immature', 'Impulsive']",Yes,No,Yes,Fail,Data,5.0,,,,1.0,,,1.0,
575,Nadya Pineaux,23/07/2019,"['Ambitious', 'Altruism', 'Reliable']",['Indecisive'],Yes,Yes,Yes,Pass,Data,3.0,,1.0,,,,3.0,3.0,
576,Nani Measom,25/07/2019,"['Composure', 'Efficient']","['Passive', 'Conventional', 'Indecisive']",Yes,Yes,No,Fail,Data,,,1.0,,,,1.0,1.0,
577,Ches Wahlberg,23/07/2019,['Courteous'],"['Overbearing', 'Critical', 'Sensitive']",Yes,Yes,Yes,Pass,Engineering,,,,,,1.0,4.0,6.0,2.0
578,Zacherie Beswell,11/07/2019,"['Patient', 'Altruism', 'Creative']",['Sensitive'],Yes,Yes,Yes,Pass,Business,,,,1.0,,,2.0,,
579,Karla Windridge,31/07/2019,['Composure'],['Undisciplined'],Yes,No,Yes,Fail,Business,2.0,,,,,2.0,,,
580,Lannie Minister,31/07/2019,"['Consistent', 'Independent', 'Curious']","['Indecisive', 'Anxious']",Yes,Yes,Yes,Pass,Data,,,,,,,,,
581,Andree Romeo,02/07/2019,['Collaboration'],"['Impatient', 'Anxious', 'Undisciplined']",Yes,Yes,Yes,Pass,Business,,,,,1.0,,,,
582,Roch De Courcy,09/07/2019,"['Collaboration', 'Determined']",['Impulsive'],Yes,Yes,Yes,Pass,Data,3.0,,2.0,,,,,,
583,Maggie Dolden,11/07/2019,"['Reliable', 'Consistent']","['Overbearing', 'Chatty', 'Anxious']",Yes,Yes,Yes,Pass,Data,,1.0,,,,,3.0,,
584,Gage Feveryear,11/07/2019,['Altruism'],"['Indecisive', 'Selfish', 'Chaotic']",Yes,Yes,Yes,Pass,Business,,,,2.0,,,,4.0,1.0
585,Virginia Burdge,11/07/2019,"['Passionate', 'Ambitious', 'Reliable']","['Chaotic', 'Conventional']",No,Yes,Yes,Fail,Engineering,,,5.0,,,,,,
586,Melodee Crippen,04/07/2019,['Versatile'],['Procrastination'],Yes,Yes,Yes,Pass,Business,,,4.0,,3.0,6.0,2.0,,
587,Raven Derx,24/07/2019,"['Independent', 'Collaboration']","['Procrastination', 'Chatty']",Yes,No,Yes,Fail,Business,,,,,,,4.0,5.0,
588,Joseito Duiged,17//07/2019,"['Composure', 'Patient', 'Charisma']",['Sensitive'],Yes,Yes,Yes,Pass,Business,,,,,,,,,
589,Merline Rickell,23/07/2019,"['Problem Solving', 'Ambitious', 'Patient']","['Selfish', 'Conventional', 'Sensitive']",Yes,Yes,Yes,Pass,Engineering,,,,,,2.0,,5.0,
590,Vina Flott,16/07/2019,"['Ambitious', 'Consistent']","['Chaotic', 'Impatient', 'Indecisive']",Yes,Yes,No,Fail,Data,,3.0,,1.0,,,,,
591,Hastie Hantusch,17/07/2019,"['Reliable', 'Patient']","['Slow', 'Procrastination', 'Stubborn']",No,Yes,Yes,Fail,Engineering,,,,,,,3.0,,
592,Ines Plaschke,24/07/2019,"['Innovative', 'Curious', 'Problem Solving']","['Chaotic', 'Impatient']",Yes,Yes,No,Fail,Data,5.0,,,2.0,,,,,
593,Burnaby Mackay,17/07/2019,"['Rational', 'Reliable', 'Critical Thinking']","['Introverted', 'Chaotic']",Yes,Yes,Yes,Fail,Business,6.0,,1.0,,2.0,,,7.0,2.0
594,Linc Ridgway,17/07/2019,"['Independent', 'Altruism']",['Impulsive'],Yes,No,Yes,Fail,Engineering,,,,,,,,1.0,
595,Darcy Handrahan,09/07/2019,"['Competitive', 'Rational']","['Indecisive', 'Chatty']",Yes,Yes,No,Fail,Data,4.0,4.0,,2.0,,3.0,,,
596,Towny Povall,31/07/2019,"['Altruism', 'Charisma']",['Slow'],Yes,No,Yes,Fail,Data,,2.0,2.0,3.0,3.0,2.0,,7.0,
597,Beauregard Hould,30/07/2019,['Consistent'],"['Indifferent', 'Sensitive']",Yes,Yes,Yes,Pass,Data,,,,,7.0,,,,
598,Joletta Kalinowsky,31/07/2019,['Ambitious'],['Anxious'],Yes,Yes,Yes,Pass,Business,,4.0,,4.0,,,2.0,,3.0
599,Lock Ellerker,04/07/2019,"['Problem Solving', 'Listening']","['Procrastination', 'Impatient']",No,Yes,No,Fail,Data,6.0,2.0,,7.0,,,,2.0,
600,Freddie Samber,10/07/2019,"['Ambitious', 'Patient']","['Conventional', 'Overbearing']",Yes,Yes,Yes,Pass,Data,1.0,2.0,3.0,2.0,,,,3.0,
601,Arlette Pickles,11//07/2019,['Listening'],"['Chaotic', 'Impatient', 'Indecisive']",Yes,Yes,No,Fail,Data,,3.0,,4.0,,,,,
602,Simonette Mawson,31/07/2019,['Composure'],['Impatient'],Yes,Yes,Yes,Pass,Data,,,,,1.0,2.0,2.0,,3.0
603,Micheal Di Matteo,30/07/2019,"['Problem Solving', 'Empathy', 'Altruism']","['Competitive', 'Slow']",Yes,Yes,Yes,Pass,Data,,,2.0,1.0,,,,5.0,
604,Madeleine Brunicke,11/07/2019,['Organisation'],"['Undisciplined', 'Chatty', 'Competitive']",Yes,Yes,No,Fail,Data,,8.0,2.0,,6.0,3.0,2.0,3.0,
605,Ashby Capener,18/07/2019,['Independent'],['Impulsive'],Yes,Yes,Yes,Fail,Business,,5.0,3.0,,2.0,1.0,,,
606,Rachele Bracknell,18/07/2019,"['Perfectionism', 'Independent']","['Indifferent', 'Procrastination']",Yes,Yes,Yes,Pass,Data,,,,,,,,,
607,Portia Farfalameev,16/07/2019,['Competitive'],"['Introverted', 'Undisciplined', 'Impatient']",Yes,Yes,Yes,Pass,Business,,3.0,,1.0,1.0,5.0,1.0,,
608,Grant Kilban,10/07/2019,"['Passionate', 'Ambitious']",['Conventional'],Yes,Yes,No,Fail,Business,3.0,5.0,,,4.0,3.0,,5.0,2.0
609,Sinclair Bonder,11/07/2019,['Perfectionism'],['Anxious'],Yes,Yes,Yes,Pass,Engineering,2.0,,1.0,,,,,3.0,
610,Harmonia Winspare,04/07/2019,['Problem Solving'],['Undisciplined'],Yes,Yes,Yes,Pass,Engineering,3.0,,4.0,1.0,,,,2.0,
611,Milly Ison,31/07/2019,"['Composure', 'Empathy']","['Immature', 'Slow']",Yes,Yes,Yes,Pass,Engineering,,,,,4.0,,1.0,,
612,Evvy Allcock,25/07/2019,"['Versatile', 'Perfectionism']",['Slow'],Yes,Yes,Yes,Pass,Engineering,2.0,,5.0,2.0,3.0,,3.0,,
613,Con Haxley,31/07/2019,"['Determined', 'Problem Solving']","['Controlling', 'Immature', 'Perfectionist']",Yes,Yes,Yes,Pass,Data,4.0,2.0,,,3.0,3.0,,,2.0
614,Bryanty Greenacre,31/07/2019,['Perfectionism'],['Procrastination'],Yes,Yes,Yes,Pass,Business,,1.0,,,3.0,,,,
615,Vivianne Shills,31/07/2019,"['Problem Solving', 'Organisation']",['Indifferent'],Yes,Yes,Yes,Pass,Data,5.0,5.0,4.0,1.0,,,,,
616,Renado Bulfoot,31/07/2019,['Efficient'],['Perfectionist'],Yes,No,Yes,Fail,Engineering,,,3.0,,,,2.0,,2.0
617,Sinclair Breissan,12/07/2019,"['Independent', 'Efficient']",['Anxious'],No,Yes,Yes,Fail,Engineering,1.0,1.0,1.0,5.0,,,1.0,3.0,1.0
618,Conn Dobson,18/07/2019,['Courteous'],"['Procrastination', 'Impulsive']",Yes,Yes,No,Fail,Business,,5.0,5.0,,,,,,
619,Nicolle Radford,04/07/2019,"['Versatile', 'Charisma']",['Intolerant'],Yes,Yes,Yes,Pass,Business,,,,5.0,2.0,4.0,3.0,,
620,Marquita Forrington,20/07/2019,"['Organisation', 'Independent', 'Altruism']","['Stubborn', 'Controlling']",Yes,Yes,Yes,Pass,Data,1.0,,,,,,1.0,,
621,Ingaborg Pitblado,18/07/2019,['Ambitious'],"['Chatty', 'Anxious']",No,Yes,Yes,Fail,Business,2.0,,5.0,,,,6.0,7.0,1.0
622,Bethanne Este,06/07/2019,"['Patient', 'Innovative']","['Indifferent', 'Competitive']",Yes,No,Yes,Fail,Business,,4.0,,3.0,2.0,,,6.0,
623,Ingelbert Clench,27/07/2019,"['Critical Thinking', 'Creative', 'Courteous']","['Controlling', 'Overbearing']",Yes,Yes,Yes,Pass,Data,2.0,,,,,6.0,,3.0,
624,Aura Louche,04/07/2019,"['Determined', 'Creative', 'Rational']",['Indifferent'],Yes,Yes,Yes,Pass,Data,,,2.0,,2.0,2.0,,3.0,
625,Cully Seward,05/07/2019,['Determined'],"['Undisciplined', 'Controlling', 'Critical']",Yes,No,Yes,Fail,Data,,,,,,,,1.0,
626,Lenna Daulby,13/07/2019,['Composure'],"['Anxious', 'Slow', 'Controlling']",Yes,Yes,Yes,Pass,Engineering,2.0,,,,3.0,5.0,3.0,,
627,Billi Narraway,18/07/2019,['Independent'],"['Conventional', 'Selfish']",Yes,Yes,Yes,Fail,Engineering,2.0,3.0,,,4.0,,1.0,,
628,Aurelea Leason,25/07/2019,"['Creative', 'Independent', 'Organisation']","['Intolerant', 'Competitive', 'Chatty']",Yes,Yes,Yes,Pass,Data,,6.0,,,,,2.0,1.0,1.0
629,Lucius Buswell,04/07/2019,"['Perfectionism', 'Efficient', 'Creative']","['Anxious', 'Conventional', 'Intolerant']",Yes,Yes,Yes,Pass,Engineering,,2.0,,,5.0,,,2.0,3.0
630,Esdras Pires,13/07/2019,['Competitive'],['Passive'],Yes,No,Yes,Fail,Data,,,2.0,1.0,5.0,6.0,1.0,3.0,
631,Siouxie Rogan,11/07/2019,"['Organisation', 'Curious']",['Immature'],Yes,Yes,Yes,Pass,Engineering,,,,,,,5.0,,2.0
632,Marchall Pocklington,25/07/2019,"['Composure', 'Competitive', 'Independent']","['Indecisive', 'Conventional', 'Distracted']",Yes,Yes,Yes,Fail,Engineering,3.0,,3.0,1.0,,3.0,,3.0,2.0
633,Granthem Long,05/07/2019,['Organisation'],"['Passive', 'Chaotic', 'Procrastination']",Yes,Yes,Yes,Pass,Engineering,,,2.0,2.0,2.0,,,,3.0
634,Charlean Balston,11/07/2019,"['Listening', 'Altruism', 'Competitive']",['Indecisive'],Yes,No,Yes,Fail,Data,,,,3.0,,,,3.0,
635,Jimmie Durker,06/07/2019,"['Listening', 'Ambitious']",['Perfectionist'],Yes,Yes,Yes,Pass,Engineering,,,,,,,,3.0,1.0
636,Jeanette Wankel,12/07/2019,['Rational'],"['Introverted', 'Indifferent', 'Controlling']",Yes,Yes,Yes,Fail,Data,1.0,,,,,,5.0,3.0,3.0
637,Giulietta Dissman,25/07/2019,"['Passionate', 'Creative']",['Chaotic'],Yes,Yes,No,Fail,Data,6.0,,,1.0,,1.0,,,
638,Joanna Thwaite,06/07/2019,"['Competitive', 'Collaboration', 'Problem Solving']","['Perfectionist', 'Impatient', 'Impulsive']",Yes,Yes,Yes,Pass,Business,,,,,,,2.0,,
639,Salim Edmundson,13/07/2019,"['Listening', 'Independent']",['Controlling'],Yes,No,Yes,Fail,Data,2.0,3.0,,,1.0,,,,1.0
640,Jan Manilo,26/07/2019,"['Competitive', 'Versatile', 'Determined']","['Chaotic', 'Overbearing']",Yes,Yes,Yes,Pass,Data,3.0,,4.0,1.0,2.0,,,,
641,Suzette Glander,20/07/2019,"['Empathy', 'Creative', 'Patient']",['Sensitive'],Yes,Yes,Yes,Pass,Engineering,,3.0,,,,5.0,,,
642,Bambi See,04/07/2019,"['Composure', 'Consistent']","['Impatient', 'Undisciplined']",Yes,Yes,Yes,Pass,Business,1.0,2.0,,4.0,2.0,,,,
643,Ainslee Paice,18/07/2019,"['Collaboration', 'Charisma', 'Curious']","['Critical', 'Indifferent']",Yes,Yes,Yes,Fail,Engineering,,,1.0,,,,,8.0,
644,Fernanda Hendrich,06/07/2019,"['Perfectionism', 'Courteous', 'Composure']","['Sensitive', 'Indifferent']",Yes,No,Yes,Fail,Engineering,,,,4.0,,5.0,,2.0,2.0
645,Virge Insole,20/07/2019,"['Reliable', 'Critical Thinking']",['Chaotic'],Yes,No,Yes,Fail,Engineering,3.0,4.0,,4.0,,,5.0,2.0,5.0
646,Kathy Meeking,26/07/2019,"['Curious', 'Versatile', 'Ambitious']","['Conventional', 'Intolerant', 'Sensitive']",Yes,Yes,Yes,Pass,Data,,3.0,,,1.0,,,,
