name,date,tech_self_score,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest,talent_id
Thaxter Vanyushin,2019-10-24,"{'Python': 4, 'Ruby': 6, 'R': 2, 'JavaScript': 4}","['Consistent', 'Reliable']",['Immature'],Yes,Yes,Yes,Pass,Business,12835
Marquita Gatehouse,2019-10-09,"{'Python': 1, 'JavaScript': 3}","['Altruism', 'Patient']","['Chaotic', 'Critical']",Yes,Yes,Yes,Pass,Data,12836
Gordan Delgadillo,2019-10-03,"{'Python': 5, 'C#': 3, 'Java': 1}","['Problem Solving', 'Determined']",['Procrastination'],Yes,Yes,Yes,Pass,Data,12837
Mateo Hanburry,2019-10-15,"{'C#': 3, 'Java': 5, 'C++': 3}",['Perfectionism'],['Conventional'],No,Yes,Yes,Fail,Business,12838
Joann Aspinwall,2019-10-01,"{'Python': 1, 'Java': 2, 'Ruby': 3, 'R': 2, 'SPSS': 2, 'C++': 4}","['Reliable', 'Problem Solving']","['Critical', 'Passive', 'Anxious']",Yes,Yes,Yes,Pass,Data,12839
Jordain Offen,2019-10-16,"{'Java': 3, 'Ruby': 1}","['Rational', 'Ambitious', 'Problem Solving']",['Slow'],Yes,Yes,Yes,Pass,Engineering,12840
Barnie Jersh,2019-10-10,"{'C#': 2, 'Ruby': 2, 'R': 2}","['Perfectionism', 'Curious', 'Courteous']",['Overbearing'],Yes,Yes,Yes,Pass,Engineering,12841
Ferdie Mullinger,2019-10-03,"{'Ruby': 1, 'C++': 3}","['Empathy', 'Versatile']","['Slow', 'Impatient']",Yes,No,Yes,Fail,Business,12842
Gisela Andrea,2019-10-29,"{'Java': 1, 'R': 1, 'PHP': 2}","['Empathy', 'Competitive']","['Overbearing', 'Indifferent', 'Slow']",Yes,Yes,Yes,Pass,Data,12843
Decca Rayburn,2019-10-08,"{'Java': 3, 'R': 1, 'PHP': 1}","['Curious', 'Versatile', 'Altruism']","['Chatty', 'Impulsive', 'Indecisive']",Yes,No,Yes,Fail,Engineering,12844
Antony Eckert,2019-10-02,"{'Ruby': 3, 'R': 1, 'PHP': 5}","['Ambitious', 'Composure', 'Competitive']",['Intolerant'],Yes,Yes,Yes,Pass,Business,12845
Pryce Playden,2019-10-02,"{'Python': 1, 'Java': 4, 'C++': 4, 'JavaScript': 3}","['Empathy', 'Organisation', 'Composure']","['Passive', 'Impulsive', 'Chaotic']",Yes,Yes,Yes,Pass,Business,12846
Vanny Grimsditch,2019-10-24,"{'Java': 2, 'PHP': 4}","['Problem Solving', 'Charisma']","['Selfish', 'Procrastination']",Yes,Yes,Yes,Fail,Data,12847
Blondy Docker,2019-10-02,"{'R': 5, 'SPSS': 2, 'JavaScript': 7}","['Courteous', 'Versatile']","['Perfectionist', 'Selfish', 'Undisciplined']",Yes,Yes,Yes,Fail,Data,12848
Patrice Hawkshaw,2019-10-02,"{'C#': 3, 'Java': 4, 'Ruby': 3, 'SPSS': 2}","['Perfectionism', 'Curious']","['Overbearing', 'Undisciplined']",Yes,Yes,Yes,Pass,Engineering,12849
Sallyann Jacobi,2019-10-01,"{'C#': 2, 'Java': 2, 'Ruby': 6, 'R': 1, 'SPSS': 1, 'JavaScript': 4}","['Competitive', 'Ambitious', 'Rational']",['Sensitive'],Yes,No,Yes,Fail,Business,12850
Jori Riseley,2019-10-24,,"['Courteous', 'Patient']","['Controlling', 'Anxious']",Yes,Yes,Yes,Pass,Engineering,12851
Robbie Vizor,2019-10-29,"{'Python': 3, 'C#': 6, 'Java': 3, 'Ruby': 2}",['Listening'],"['Impulsive', 'Competitive', 'Conventional']",Yes,Yes,Yes,Pass,Engineering,12852
Tory Aireton,2019-10-23,"{'C#': 3, 'C++': 1}",['Ambitious'],"['Immature', 'Perfectionist']",Yes,Yes,Yes,Pass,Engineering,12853
Kelly Coneybeer,2019-10-24,"{'C#': 4, 'Ruby': 4, 'SPSS': 2, 'PHP': 5, 'C++': 4}",['Passionate'],"['Stubborn', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering,12854
Tucky Henstridge,2019-10-17,"{'Python': 3, 'C#': 3, 'Ruby': 3, 'C++': 1}","['Altruism', 'Determined', 'Efficient']","['Conventional', 'Distracted']",Yes,Yes,Yes,Pass,Data,12855
Hale Severns,2019-10-31,"{'Java': 4, 'R': 2}","['Organisation', 'Listening']",['Competitive'],Yes,Yes,Yes,Pass,Data,12856
Idalina Nesby,2019-10-08,"{'Ruby': 2, 'C++': 5, 'JavaScript': 1}","['Passionate', 'Innovative', 'Collaboration']","['Anxious', 'Competitive']",Yes,Yes,Yes,Pass,Engineering,12857
Luisa Griffe,2019-10-30,{'SPSS': 1},"['Charisma', 'Independent']","['Introverted', 'Critical', 'Chatty']",Yes,Yes,Yes,Pass,Business,12858
Gibbie Creyke,2019-10-08,"{'R': 1, 'PHP': 1, 'C++': 1}","['Patient', 'Versatile']","['Controlling', 'Indifferent']",Yes,Yes,Yes,Pass,Data,12859
Agustin Boog,2019-10-01,"{'R': 3, 'PHP': 2, 'C++': 1, 'JavaScript': 1}","['Charisma', 'Collaboration']","['Immature', 'Controlling']",Yes,Yes,Yes,Pass,Engineering,12860
Hogan Raffan,2019-10-15,"{'Python': 3, 'Java': 3}","['Rational', 'Efficient']","['Passive', 'Chatty']",No,Yes,Yes,Fail,Business,12861
Evelina Owens,2019-10-02,"{'Ruby': 6, 'C++': 2, 'JavaScript': 4}","['Competitive', 'Versatile', 'Independent']","['Sensitive', 'Controlling']",No,Yes,Yes,Fail,Engineering,12862
Fiann Parmeter,2019-10-01,"{'C#': 5, 'SPSS': 3}","['Innovative', 'Ambitious', 'Altruism']",['Undisciplined'],Yes,Yes,Yes,Pass,Data,12863
Englebert Hedman,2019-10-16,"{'Java': 5, 'Ruby': 2, 'C++': 3}",['Competitive'],"['Impatient', 'Distracted']",No,Yes,Yes,Fail,Data,12864
Linette Gilhoolie,2019-10-01,"{'Python': 5, 'Java': 1, 'R': 2, 'SPSS': 2, 'C++': 1}",['Empathy'],['Indifferent'],Yes,Yes,Yes,Pass,Business,12865
Ame O'Keaveny,2019-10-22,"{'Python': 5, 'C#': 4, 'Ruby': 3, 'R': 5, 'JavaScript': 4}",['Listening'],"['Chaotic', 'Controlling']",No,Yes,Yes,Fail,Business,12866
Sheff Waleworke,2019-10-22,"{'Python': 5, 'SPSS': 5}","['Reliable', 'Listening', 'Charisma']",['Controlling'],Yes,Yes,Yes,Pass,Data,12867
Leese Tuffey,2019-10-22,"{'Python': 4, 'C#': 2, 'Ruby': 4}","['Competitive', 'Courteous']","['Immature', 'Introverted', 'Chaotic']",Yes,Yes,Yes,Pass,Engineering,12868
Almeda Jeppe,2019-10-24,"{'Python': 2, 'R': 3}","['Creative', 'Consistent']","['Overbearing', 'Introverted']",Yes,No,Yes,Fail,Engineering,12869
Celesta Linturn,2019-10-23,"{'Python': 6, 'JavaScript': 2}",['Critical Thinking'],"['Indecisive', 'Stubborn', 'Anxious']",Yes,Yes,Yes,Pass,Engineering,12870
Heddi Vernay,2019-10-22,"{'Java': 3, 'Ruby': 3, 'R': 1, 'C++': 5}","['Critical Thinking', 'Courteous']","['Selfish', 'Sensitive']",No,Yes,Yes,Fail,Engineering,12871
Sandy Droogan,2019-10-17,"{'C#': 8, 'PHP': 2, 'C++': 5}","['Versatile', 'Listening']","['Chaotic', 'Passive']",Yes,Yes,Yes,Pass,Data,12872
Elvera Gorman,2019-10-16,"{'R': 6, 'JavaScript': 2}","['Courteous', 'Empathy', 'Composure']",['Chatty'],Yes,Yes,Yes,Pass,Engineering,12873
Giselbert Scarborough,2019-10-22,"{'Java': 3, 'JavaScript': 4}","['Listening', 'Reliable', 'Determined']",['Chatty'],Yes,Yes,Yes,Fail,Engineering,12874
Drucy Adolthine,2019-10-17,"{'Python': 1, 'C#': 2, 'Java': 4, 'Ruby': 2, 'C++': 4, 'JavaScript': 3}",['Versatile'],['Conventional'],Yes,Yes,Yes,Pass,Data,12875
Nevile Clelle,2019-10-08,"{'C#': 1, 'Ruby': 5, 'C++': 2, 'JavaScript': 3}",['Altruism'],"['Passive', 'Selfish', 'Perfectionist']",Yes,Yes,Yes,Pass,Data,12876
Jacklin Kupka,2019-10-09,"{'Python': 1, 'C#': 5, 'SPSS': 1, 'C++': 4, 'JavaScript': 2}","['Reliable', 'Independent', 'Determined']","['Stubborn', 'Introverted']",Yes,Yes,Yes,Pass,Engineering,12877
Barrie Baumler,2019-10-22,"{'Python': 1, 'Ruby': 4, 'PHP': 2, 'C++': 3, 'JavaScript': 3}","['Independent', 'Versatile', 'Composure']",['Chatty'],Yes,Yes,Yes,Pass,Business,12878
Othilia Hutton,2019-10-22,"{'Python': 1, 'Ruby': 2, 'C++': 1}",['Versatile'],"['Introverted', 'Anxious']",Yes,Yes,Yes,Pass,Data,12879
Dyna Cristofano,2019-10-17,"{'Ruby': 4, 'SPSS': 2, 'PHP': 6, 'JavaScript': 2}","['Altruism', 'Collaboration', 'Perfectionism']","['Competitive', 'Impatient']",Yes,No,Yes,Fail,Engineering,12880
Creighton Estrella,2019-10-15,"{'Java': 3, 'Ruby': 2, 'PHP': 3, 'C++': 2}","['Rational', 'Courteous', 'Ambitious']",['Indecisive'],Yes,Yes,Yes,Pass,Business,12881
Kaycee Mattusevich,2019-10-30,"{'C#': 3, 'PHP': 4, 'C++': 5, 'JavaScript': 4}","['Curious', 'Empathy']",['Undisciplined'],Yes,Yes,Yes,Pass,Data,12882
Bryna Delle,2019-10-15,"{'R': 3, 'C++': 7, 'JavaScript': 6}",['Creative'],"['Stubborn', 'Indifferent', 'Perfectionist']",Yes,Yes,Yes,Pass,Engineering,12883
Rodrick Macnucator,2019-10-09,"{'Python': 5, 'C#': 1, 'Java': 1, 'C++': 1}","['Composure', 'Consistent', 'Versatile']","['Chaotic', 'Indifferent', 'Intolerant']",Yes,No,Yes,Fail,Engineering,12884
Arielle Donati,2019-10-30,{'R': 3},"['Creative', 'Empathy', 'Composure']","['Immature', 'Selfish', 'Chatty']",Yes,No,Yes,Fail,Engineering,12885
Cristy Rutledge,2019-10-15,"{'Python': 3, 'SPSS': 3}",['Innovative'],"['Slow', 'Impulsive', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering,12886
Amaleta Alred,2019-10-02,{'Python': 4},"['Organisation', 'Reliable']",['Impatient'],Yes,Yes,Yes,Pass,Data,12887
Daren Ouchterlony,2019-10-02,"{'C#': 5, 'Java': 5, 'Ruby': 3, 'C++': 2}","['Critical Thinking', 'Versatile', 'Rational']","['Immature', 'Sensitive', 'Distracted']",Yes,Yes,Yes,Fail,Engineering,12888
Hyacinth Meron,2019-10-17,"{'Ruby': 1, 'SPSS': 3, 'C++': 4}","['Consistent', 'Empathy']",['Intolerant'],Yes,Yes,Yes,Pass,Business,12889
Dru Pabel,2019-10-17,"{'Python': 2, 'Java': 4}",['Creative'],"['Indecisive', 'Competitive']",Yes,Yes,Yes,Pass,Business,12890
Di Simonich,2019-10-30,"{'Python': 3, 'Ruby': 1, 'PHP': 5}","['Empathy', 'Ambitious', 'Altruism']","['Procrastination', 'Anxious']",Yes,Yes,Yes,Pass,Engineering,12891
Annadiana Lumsden,2019-10-30,"{'Python': 4, 'C#': 1, 'SPSS': 1, 'PHP': 2}","['Problem Solving', 'Creative', 'Charisma']","['Indifferent', 'Impatient', 'Sensitive']",Yes,Yes,No,Fail,Engineering,12892
Justinian Luscott,2019-10-02,"{'Java': 1, 'C++': 1}",['Courteous'],['Overbearing'],Yes,Yes,Yes,Pass,Data,12893
Otha Kimm,2019-10-29,"{'C#': 2, 'Ruby': 3, 'PHP': 4}","['Critical Thinking', 'Curious']",['Introverted'],Yes,Yes,Yes,Pass,Business,12894
Chico Headley,2019-10-29,"{'Python': 1, 'Java': 3, 'C++': 2, 'JavaScript': 2}","['Versatile', 'Composure', 'Competitive']","['Stubborn', 'Indifferent']",Yes,Yes,Yes,Fail,Business,12895
Bren Tomei,2019-10-03,"{'R': 2, 'SPSS': 4, 'JavaScript': 3}",['Competitive'],"['Conventional', 'Chaotic']",Yes,Yes,Yes,Pass,Data,12896
Izabel Masters,2019-10-03,"{'Python': 5, 'C#': 6, 'C++': 2}","['Passionate', 'Organisation']","['Impulsive', 'Critical', 'Chatty']",Yes,Yes,Yes,Fail,Engineering,12897
Codi Kear,2019-10-15,"{'C#': 4, 'R': 3, 'SPSS': 4, 'JavaScript': 5}","['Creative', 'Rational', 'Determined']",['Anxious'],Yes,Yes,Yes,Pass,Business,12898
Chrisy Kesey,2019-10-10,{'Python': 4},['Independent'],"['Chaotic', 'Competitive']",Yes,Yes,Yes,Pass,Data,12899
Michell Fishlock,2019-10-02,,"['Problem Solving', 'Innovative', 'Efficient']","['Procrastination', 'Immature', 'Controlling']",Yes,Yes,Yes,Pass,Data,12900
Madalyn Facey,2019-10-15,"{'Python': 2, 'R': 1, 'PHP': 1}",['Reliable'],"['Selfish', 'Distracted']",Yes,Yes,Yes,Pass,Data,12901
Engelbert Palatino,2019-10-16,"{'Python': 5, 'SPSS': 1, 'PHP': 1, 'JavaScript': 3}","['Determined', 'Passionate']","['Chaotic', 'Passive']",Yes,Yes,Yes,Pass,Engineering,12902
Mariel Dei,2019-10-02,{'C++': 2},"['Ambitious', 'Passionate', 'Perfectionism']","['Perfectionist', 'Impatient']",Yes,No,Yes,Fail,Data,12903
Odella Hurne,2019-10-02,"{'Python': 1, 'C#': 6, 'PHP': 3, 'C++': 2}","['Ambitious', 'Problem Solving', 'Empathy']",['Slow'],Yes,Yes,Yes,Pass,Business,12904
Terza Girdwood,2019-10-22,"{'Ruby': 3, 'R': 5, 'SPSS': 3}","['Reliable', 'Problem Solving', 'Rational']","['Distracted', 'Impatient']",Yes,Yes,Yes,Fail,Business,12905
Skyler Pendre,2019-10-08,{'Java': 1},"['Listening', 'Creative']","['Intolerant', 'Sensitive', 'Conventional']",Yes,Yes,Yes,Fail,Data,12906
Nial Ipsly,2019-10-23,"{'Ruby': 3, 'R': 1}","['Collaboration', 'Charisma']","['Chatty', 'Slow', 'Anxious']",No,No,Yes,Fail,Engineering,12907
Archambault Evanson,2019-10-31,"{'C#': 3, 'Java': 3, 'Ruby': 5}","['Listening', 'Altruism']",['Chatty'],Yes,Yes,Yes,Pass,Data,12908
Caren Puig,2019-10-16,"{'Python': 3, 'C#': 2, 'Java': 2, 'SPSS': 2, 'C++': 2}","['Critical Thinking', 'Collaboration']","['Stubborn', 'Conventional']",Yes,Yes,Yes,Pass,Business,12909
Ashlin Shone,2019-10-03,"{'Python': 1, 'C++': 2}","['Charisma', 'Efficient', 'Reliable']","['Controlling', 'Indifferent']",Yes,Yes,Yes,Pass,Business,12910
Marmaduke Kiefer,2019-10-16,{'SPSS': 1},"['Perfectionism', 'Charisma', 'Competitive']",['Slow'],Yes,Yes,Yes,Pass,Business,12911
Lola Ebsworth,2019-10-30,"{'Python': 1, 'C#': 2, 'PHP': 1}","['Determined', 'Efficient']","['Conventional', 'Distracted', 'Stubborn']",No,Yes,Yes,Fail,Business,12912
Gabi Fice,2019-10-16,"{'Ruby': 3, 'C++': 4}","['Curious', 'Passionate', 'Efficient']",['Critical'],No,Yes,Yes,Fail,Data,12913
Heida Cossom,2019-10-03,"{'Python': 1, 'R': 1, 'C++': 6}","['Determined', 'Courteous', 'Passionate']","['Stubborn', 'Chatty']",Yes,Yes,Yes,Pass,Business,12914
Tildie Joselevitz,2019-10-22,,['Creative'],['Immature'],Yes,Yes,Yes,Fail,Business,12915
Lorin Jozef,2019-10-17,"{'Python': 2, 'C#': 2, 'Java': 3, 'Ruby': 2, 'SPSS': 1}","['Empathy', 'Listening', 'Versatile']",['Chaotic'],No,No,Yes,Fail,Engineering,12916
Tiffi Reddlesden,2019-10-16,"{'Python': 2, 'Java': 4}","['Empathy', 'Passionate', 'Altruism']","['Sensitive', 'Indecisive', 'Chatty']",Yes,Yes,Yes,Pass,Data,12917
Nicola Lavall,2019-10-08,"{'Python': 1, 'Ruby': 4, 'R': 4}","['Independent', 'Perfectionism', 'Listening']","['Anxious', 'Perfectionist']",Yes,Yes,Yes,Pass,Business,12918
Mirabelle Tidder,2019-10-16,"{'Java': 3, 'PHP': 2, 'C++': 3}","['Listening', 'Problem Solving', 'Curious']","['Chaotic', 'Intolerant']",Yes,Yes,Yes,Fail,Engineering,12919
Oby Tomlin,2019-10-23,"{'Python': 7, 'Ruby': 1, 'C++': 2}",['Empathy'],"['Chaotic', 'Conventional', 'Sensitive']",Yes,Yes,Yes,Pass,Data,12920
Ron Fincke,2019-10-08,"{'Python': 3, 'Java': 4}","['Patient', 'Independent']",['Undisciplined'],Yes,Yes,Yes,Pass,Business,12921
Lorrin Tremblot,2019-10-29,"{'R': 3, 'SPSS': 5, 'PHP': 1}",['Empathy'],['Sensitive'],Yes,Yes,Yes,Pass,Engineering,12922
Tymothy Titchard,2019-10-15,"{'Python': 1, 'C#': 3, 'Java': 2, 'R': 4, 'SPSS': 3, 'C++': 3}",['Determined'],"['Impulsive', 'Perfectionist', 'Indecisive']",Yes,Yes,Yes,Pass,Data,12923
Yolane Lowsely,2019-10-31,"{'Java': 4, 'R': 3}",['Passionate'],"['Selfish', 'Procrastination', 'Sensitive']",Yes,Yes,No,Fail,Business,12924
Ammamaria Tassell,2019-10-10,"{'Java': 6, 'Ruby': 5}","['Creative', 'Rational']","['Undisciplined', 'Introverted']",No,Yes,No,Fail,Business,12925
Misty Pitt,,"{'Python': 3, 'Java': 7, 'R': 4, 'PHP': 3}","['Innovative', 'Perfectionism', 'Charisma']","['Intolerant', 'Controlling']",Yes,Yes,Yes,Pass,Business,12926
Vernor D'Almeida,2019-10-17,"{'PHP': 2, 'C++': 5}","['Determined', 'Patient']",['Procrastination'],Yes,Yes,Yes,Pass,Business,12927
Brittan Mouat,2019-10-17,"{'Java': 2, 'Ruby': 3, 'C++': 5, 'JavaScript': 6}","['Altruism', 'Patient']","['Impulsive', 'Slow', 'Controlling']",Yes,Yes,Yes,Pass,Data,12928
Pearla Durtnell,2019-10-01,"{'Ruby': 4, 'R': 2, 'SPSS': 2, 'C++': 3, 'JavaScript': 1}",['Courteous'],['Anxious'],Yes,No,Yes,Fail,Data,12929
Waylan Gors,2019-10-24,"{'C#': 6, 'Ruby': 3, 'SPSS': 3, 'JavaScript': 3}",['Passionate'],"['Slow', 'Selfish', 'Passive']",Yes,Yes,Yes,Pass,Data,12930
Cortney Rudeyeard,2019-10-02,"{'Python': 3, 'Java': 1, 'R': 2, 'JavaScript': 2}",['Listening'],"['Distracted', 'Conventional']",Yes,No,No,Fail,Engineering,12931
Elita Foch,2019-10-16,"{'Java': 2, 'SPSS': 5, 'PHP': 3}","['Problem Solving', 'Innovative']","['Impulsive', 'Overbearing']",Yes,Yes,Yes,Pass,Data,12932
Loralie Exroll,2019-10-10,"{'Python': 5, 'C#': 2, 'Ruby': 4, 'SPSS': 2, 'PHP': 1}",['Competitive'],['Distracted'],Yes,Yes,Yes,Pass,Engineering,12933
Locke Lacelett,2019-10-15,"{'C#': 1, 'Java': 2, 'R': 4, 'PHP': 1}","['Empathy', 'Charisma']","['Selfish', 'Indifferent', 'Critical']",Yes,Yes,Yes,Pass,Engineering,12934
Doralia Gapper,2019-10-09,"{'Python': 2, 'Java': 2, 'Ruby': 2, 'SPSS': 1}","['Consistent', 'Versatile', 'Critical Thinking']",['Indifferent'],Yes,Yes,Yes,Pass,Business,12935
Daren Windrum,2019-10-15,"{'C#': 2, 'R': 2, 'C++': 1}","['Patient', 'Altruism', 'Versatile']","['Competitive', 'Impatient', 'Indifferent']",Yes,Yes,No,Fail,Data,12936
Den Roman,2019-10-17,"{'Ruby': 2, 'R': 2}","['Efficient', 'Consistent']","['Undisciplined', 'Anxious']",Yes,Yes,Yes,Pass,Engineering,12937
Katleen Trunks,2019-10-02,"{'Python': 5, 'C#': 1, 'SPSS': 3, 'C++': 2, 'JavaScript': 3}",['Innovative'],"['Perfectionist', 'Overbearing', 'Impulsive']",Yes,Yes,Yes,Pass,Business,12938
Romy Nother,,"{'Java': 3, 'Ruby': 2}",['Passionate'],"['Intolerant', 'Critical', 'Perfectionist']",Yes,No,Yes,Fail,Business,12939
Caria Trillow,2019-10-15,"{'Java': 5, 'Ruby': 3, 'SPSS': 2, 'C++': 5}",['Listening'],"['Stubborn', 'Distracted', 'Chaotic']",Yes,Yes,No,Fail,Engineering,12940
Gail Paffot,2019-10-02,"{'R': 1, 'PHP': 4, 'C++': 5}","['Efficient', 'Ambitious']",['Procrastination'],No,Yes,No,Fail,Business,12941
Candie Senner,2019-10-01,"{'C#': 5, 'Java': 1, 'Ruby': 2, 'SPSS': 1}","['Determined', 'Collaboration']","['Critical', 'Impatient', 'Passive']",Yes,Yes,Yes,Pass,Data,12942
Doe Eisold,2019-10-09,,['Consistent'],"['Chatty', 'Selfish', 'Slow']",Yes,Yes,Yes,Pass,Engineering,12943
Judy Finders,2019-10-09,"{'Python': 1, 'Java': 1, 'R': 1, 'SPSS': 1, 'PHP': 3, 'JavaScript': 1}","['Innovative', 'Problem Solving']","['Chaotic', 'Chatty']",No,Yes,Yes,Fail,Engineering,12944
Ezequiel Cotsford,2019-10-17,"{'C#': 6, 'R': 3, 'SPSS': 3, 'JavaScript': 1}","['Rational', 'Perfectionism']","['Anxious', 'Indecisive', 'Overbearing']",No,Yes,Yes,Fail,Engineering,12945
Adel Cranmor,2019-10-08,"{'Java': 4, 'Ruby': 6, 'R': 3}",['Passionate'],"['Stubborn', 'Passive', 'Distracted']",Yes,Yes,Yes,Pass,Data,12946
Graehme Seamer,2019-10-30,"{'Ruby': 5, 'R': 3}",['Competitive'],"['Procrastination', 'Passive']",Yes,No,Yes,Fail,Business,12947
Sadella Dufoure,2019-10-08,"{'Java': 8, 'SPSS': 1, 'C++': 4}","['Empathy', 'Competitive']","['Conventional', 'Chaotic', 'Indecisive']",No,Yes,No,Fail,Business,12949
Hobard Gaynes,2019-10-10,"{'Java': 4, 'R': 2, 'JavaScript': 1}",['Curious'],"['Passive', 'Impulsive']",No,Yes,Yes,Fail,Data,12950
Lelia Shingles,2019-10-23,"{'Ruby': 4, 'R': 3}","['Listening', 'Versatile', 'Empathy']","['Immature', 'Stubborn', 'Perfectionist']",Yes,Yes,Yes,Pass,Business,12951
Pier Spatig,2019-10-30,"{'Python': 2, 'C#': 3}","['Problem Solving', 'Independent', 'Consistent']","['Indifferent', 'Anxious']",Yes,Yes,Yes,Pass,Data,12952
Clevie Bowsher,2019-10-10,"{'C#': 3, 'SPSS': 2, 'C++': 1}",['Courteous'],"['Introverted', 'Overbearing', 'Impatient']",Yes,Yes,Yes,Pass,Business,12953
Winona Carlaw,2019-10-16,"{'Java': 2, 'C++': 4, 'JavaScript': 4}","['Consistent', 'Altruism']",['Introverted'],Yes,Yes,Yes,Pass,Data,12954
Dulcine Duffil,2019-09-04,,"['Determined', 'Collaboration', 'Passionate']",['Selfish'],Yes,Yes,Yes,Pass,Engineering,12955
Sunshine Backshall,2019-09-24,"{'C#': 8, 'R': 2, 'SPSS': 7, 'C++': 2}","['Perfectionism', 'Efficient']","['Conventional', 'Chaotic']",Yes,Yes,Yes,Pass,Data,12956
Manon Clutterham,2019-09-11,"{'SPSS': 7, 'JavaScript': 3}","['Organisation', 'Passionate']",['Intolerant'],Yes,Yes,Yes,Pass,Data,12957
Baird Reynoollds,2019-09-12,"{'Python': 4, 'R': 3, 'JavaScript': 1}","['Ambitious', 'Empathy']","['Critical', 'Impulsive', 'Indecisive']",Yes,Yes,Yes,Pass,Data,12958
Dorri Mcmillian,2019-09-19,{'Java': 3},['Creative'],['Overbearing'],Yes,Yes,Yes,Pass,Engineering,12959
Gifford Ganter,2019-09-18,"{'C#': 3, 'C++': 1}","['Problem Solving', 'Rational', 'Innovative']","['Competitive', 'Stubborn', 'Anxious']",Yes,Yes,Yes,Pass,Engineering,12960
Rickie Burkert,2019-09-25,{'Ruby': 3},['Determined'],['Undisciplined'],Yes,Yes,Yes,Pass,Data,12961
Ramon Hinchcliffe,2019-09-11,"{'Java': 5, 'R': 4, 'JavaScript': 2}",['Empathy'],['Introverted'],Yes,Yes,Yes,Fail,Business,12962
Vivian Syson,2019-09-04,{'Python': 5},"['Passionate', 'Creative', 'Collaboration']","['Chaotic', 'Procrastination']",Yes,Yes,Yes,Pass,Engineering,12963
Herta Stainer,2019-09-04,"{'C#': 1, 'Ruby': 2, 'SPSS': 2, 'PHP': 1}","['Curious', 'Consistent', 'Rational']","['Intolerant', 'Undisciplined']",Yes,Yes,Yes,Pass,Data,12964
Alejandro Broggetti,2019-09-03,"{'Java': 4, 'R': 4, 'C++': 1}","['Composure', 'Collaboration', 'Determined']","['Impatient', 'Overbearing', 'Perfectionist']",Yes,Yes,Yes,Pass,Data,12965
Jenine Ivashkov,2019-09-11,"{'Python': 4, 'C#': 2, 'Java': 2, 'Ruby': 6, 'JavaScript': 2}","['Determined', 'Versatile']",['Conventional'],Yes,Yes,Yes,Pass,Engineering,12966
Weylin Chong,2019-09-18,"{'Java': 3, 'PHP': 4}","['Perfectionism', 'Creative']","['Procrastination', 'Anxious']",Yes,No,Yes,Fail,Data,12967
Duffie Hanscombe,2019-09-17,"{'C#': 5, 'Java': 5}",['Determined'],['Indifferent'],Yes,No,No,Fail,Data,12968
Pebrook Eydel,2019-09-11,"{'C#': 3, 'R': 3}",['Empathy'],['Anxious'],Yes,Yes,Yes,Pass,Business,12969
Simonne Merman,2019-09-03,"{'C#': 3, 'Java': 5, 'R': 5, 'C++': 4}",['Listening'],"['Impulsive', 'Chaotic', 'Indecisive']",Yes,No,Yes,Fail,Engineering,12970
Isacco Matuschek,2019-09-17,"{'Python': 3, 'R': 4, 'PHP': 4, 'JavaScript': 6}","['Ambitious', 'Creative', 'Consistent']","['Distracted', 'Conventional']",Yes,Yes,Yes,Pass,Data,12971
Dorice Slides,2019-09-18,"{'Python': 3, 'PHP': 4}",['Organisation'],['Selfish'],Yes,Yes,Yes,Pass,Business,12972
Fernando Howchin,2019-09-12,"{'C#': 3, 'PHP': 2, 'JavaScript': 1}","['Organisation', 'Curious', 'Competitive']","['Chatty', 'Critical']",Yes,Yes,Yes,Pass,Data,12973
Omero Shill,2019-09-04,"{'R': 4, 'PHP': 4}",['Ambitious'],['Sensitive'],Yes,Yes,Yes,Pass,Business,12974
Zorah Grasser,2019-09-19,"{'Python': 2, 'C#': 4}","['Independent', 'Reliable']",['Conventional'],Yes,Yes,Yes,Pass,Engineering,12975
Sumner Kop,2019-09-18,{'R': 4},"['Critical Thinking', 'Patient']","['Distracted', 'Stubborn', 'Perfectionist']",No,Yes,Yes,Fail,Data,12976
Dana Boldra,2019-09-19,"{'Java': 2, 'Ruby': 3}","['Composure', 'Perfectionism', 'Listening']","['Competitive', 'Controlling', 'Indifferent']",Yes,Yes,No,Fail,Data,12977
Delmore Mcknish,2019-09-18,"{'Java': 2, 'JavaScript': 4}","['Charisma', 'Passionate', 'Versatile']","['Competitive', 'Procrastination']",Yes,No,Yes,Fail,Engineering,12978
Schuyler Mckimm,2019-09-18,"{'C#': 1, 'SPSS': 6, 'PHP': 3, 'C++': 5, 'JavaScript': 2}",['Perfectionism'],"['Competitive', 'Introverted', 'Procrastination']",Yes,Yes,Yes,Pass,Engineering,12979
Andriana Dunniom,2019-09-25,"{'Python': 2, 'Ruby': 1}",['Creative'],['Undisciplined'],No,Yes,Yes,Fail,Engineering,12980
Sherwin Mcilwraith,2019-09-25,"{'Java': 3, 'R': 4, 'JavaScript': 3}","['Versatile', 'Independent']","['Intolerant', 'Introverted']",Yes,Yes,Yes,Pass,Business,12981
Barton Harpin,2019-09-12,"{'C#': 4, 'Ruby': 6}",['Reliable'],"['Indecisive', 'Slow', 'Critical']",Yes,Yes,No,Fail,Engineering,12982
