name,date,tech_self_score,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest,talent_id
Teddy Baraclough,04/09/2019,{'Ruby': 3},"['Collaboration', 'Consistent', 'Efficient']",['Indifferent'],Yes,Yes,Yes,Pass,Engineering,13184
Stepha Willison,26/09/2019,"{'Python': 3, 'C#': 1, 'Java': 4, 'C++': 1, 'JavaScript': 6}",['Organisation'],"['Stubborn', 'Impatient', 'Perfectionist']",Yes,Yes,Yes,Pass,Data,13185
Petrina Sterland,04/09/2019,"{'Python': 2, 'R': 1, 'SPSS': 2}",['Independent'],"['Anxious', 'Conventional']",Yes,Yes,Yes,Pass,Engineering,13186
Dorette Landall,05/09/2019,"{'C#': 7, 'Java': 1, 'Ruby': 4, 'C++': 1}",['Organisation'],"['Impulsive', 'Distracted', 'Stubborn']",Yes,Yes,Yes,Pass,Engineering,13187
Hermann Cudde,26/09/2019,"{'C#': 2, 'R': 2}",['Empathy'],"['Indifferent', 'Overbearing']",Yes,Yes,Yes,Fail,Business,13188
Nealon Tompkiss,25/09/2019,"{'Python': 4, 'Ruby': 3, 'R': 3, 'PHP': 1}","['Versatile', 'Organisation']","['Procrastination', 'Impulsive']",Yes,Yes,Yes,Fail,Engineering,13189
Sarita Weedon,11/09/2019,"{'Java': 3, 'Ruby': 4, 'C++': 1}","['Perfectionism', 'Composure', 'Organisation']","['Anxious', 'Impulsive']",Yes,Yes,Yes,Pass,Data,13190
Lamar Macgebenay,17/09/2019,{'C#': 7},"['Perfectionism', 'Efficient', 'Competitive']","['Stubborn', 'Impulsive']",Yes,Yes,Yes,Pass,Engineering,13191
Erna Milne,04/09/2019,,"['Problem Solving', 'Listening', 'Empathy']",['Overbearing'],Yes,Yes,Yes,Pass,Business,13192
Maude Ithell,12/09/2019,"{'C#': 6, 'Java': 4, 'SPSS': 4, 'C++': 3}","['Competitive', 'Perfectionism', 'Innovative']",['Distracted'],Yes,Yes,Yes,Pass,Engineering,13193
Anna Lamperti,04/09/2019,"{'Python': 2, 'C#': 3}","['Independent', 'Collaboration']","['Intolerant', 'Impulsive', 'Passive']",Yes,Yes,Yes,Pass,Data,13194
Hermina Boar,26/09/2019,"{'Java': 3, 'SPSS': 2}",['Rational'],['Anxious'],Yes,Yes,Yes,Pass,Business,13195
Kelila Cunah,26/09/2019,"{'Java': 2, 'Ruby': 3, 'R': 3, 'PHP': 1}",['Problem Solving'],['Anxious'],No,Yes,Yes,Fail,Business,13196
Sutherlan Mewe,05/09/2019,"{'Python': 2, 'JavaScript': 2}","['Courteous', 'Ambitious']","['Impulsive', 'Procrastination', 'Immature']",Yes,Yes,Yes,Pass,Business,13197
Thorpe Sigars,24/09/2019,"{'Python': 3, 'SPSS': 3, 'JavaScript': 5}",['Competitive'],"['Procrastination', 'Conventional', 'Intolerant']",Yes,Yes,Yes,Pass,Data,13198
Maisie Skelton,05/09/2019,"{'Python': 5, 'Java': 4, 'SPSS': 3}","['Critical Thinking', 'Charisma', 'Altruism']","['Distracted', 'Critical']",No,Yes,Yes,Fail,Engineering,13199
Scarface Gallihaulk,03/09/2019,"{'Python': 3, 'Ruby': 2, 'SPSS': 3, 'PHP': 3}",['Competitive'],"['Anxious', 'Slow', 'Conventional']",Yes,Yes,Yes,Pass,Data,13200
Zandra Makepeace,19/09/2019,"{'C#': 3, 'Java': 3}",['Courteous'],"['Impatient', 'Sensitive']",Yes,Yes,Yes,Pass,Engineering,13201
Englebert Orme,24/09/2019,"{'C#': 2, 'Ruby': 1, 'SPSS': 3, 'JavaScript': 3}",['Reliable'],"['Indecisive', 'Slow']",Yes,Yes,Yes,Pass,Business,13202
Brandie Birkin,18/09/2019,{'Python': 3},"['Ambitious', 'Versatile', 'Patient']","['Procrastination', 'Perfectionist']",Yes,No,Yes,Fail,Business,13203
Eugen Boggs,04/09/2019,"{'Java': 2, 'Ruby': 5, 'SPSS': 3, 'JavaScript': 2}","['Passionate', 'Creative']","['Selfish', 'Sensitive']",Yes,Yes,Yes,Pass,Data,13204
Storm Henryson,24/09/2019,"{'Python': 3, 'Java': 3, 'Ruby': 4, 'SPSS': 4, 'PHP': 1, 'JavaScript': 2}","['Determined', 'Listening']","['Stubborn', 'Overbearing']",Yes,Yes,Yes,Pass,Data,13205
Neel Campana,25/09/2019,"{'Python': 6, 'Java': 7, 'Ruby': 3, 'R': 1, 'SPSS': 1}",['Perfectionism'],"['Overbearing', 'Procrastination']",Yes,Yes,No,Fail,Data,13206
Ann Iannello,05/09/2019,{'C++': 2},"['Rational', 'Reliable']","['Intolerant', 'Perfectionist']",Yes,Yes,Yes,Pass,Business,13207
Babita Bramsen,04/09/2019,"{'Python': 1, 'Java': 6, 'Ruby': 3, 'PHP': 2, 'C++': 1}","['Listening', 'Collaboration']","['Impulsive', 'Competitive']",Yes,No,Yes,Fail,Business,13208
Briana Shorter,25/09/2019,"{'R': 1, 'PHP': 1, 'JavaScript': 1}",['Organisation'],['Chaotic'],Yes,Yes,No,Fail,Business,13209
Saraann Elcombe,12/09/2019,"{'Java': 1, 'Ruby': 3, 'PHP': 1, 'C++': 2}",['Problem Solving'],['Impulsive'],Yes,Yes,Yes,Pass,Engineering,13210
Erny Mourant,26/09/2019,"{'Python': 3, 'Java': 2, 'Ruby': 1, 'PHP': 2, 'C++': 3, 'JavaScript': 2}","['Organisation', 'Determined']",['Procrastination'],Yes,Yes,Yes,Pass,Business,13211
Oren Medwell,26/09/2019,"{'C#': 2, 'Java': 1, 'R': 2}","['Versatile', 'Patient']",['Chatty'],Yes,Yes,No,Fail,Engineering,13212
Kalinda Leebetter,24/09/2019,"{'Python': 2, 'C#': 3, 'Java': 3}","['Versatile', 'Ambitious', 'Organisation']","['Competitive', 'Stubborn', 'Overbearing']",Yes,Yes,Yes,Pass,Business,13213
Deana Salerno,18/09/2019,"{'Python': 1, 'Java': 2, 'Ruby': 2, 'SPSS': 3, 'PHP': 1, 'C++': 3}",['Determined'],['Overbearing'],Yes,Yes,Yes,Pass,Engineering,13214
Darwin Vlasov,11/09/2019,"{'Ruby': 1, 'JavaScript': 3}","['Determined', 'Passionate']",['Indecisive'],Yes,Yes,No,Fail,Engineering,13215
Yankee Garmon,18/09/2019,"{'Python': 1, 'C#': 6, 'Java': 7, 'Ruby': 6, 'PHP': 2}","['Problem Solving', 'Critical Thinking', 'Composure']",['Impulsive'],Yes,Yes,Yes,Pass,Business,13216
Ulrika Southam,24/09/2019,"{'Ruby': 4, 'SPSS': 1}","['Reliable', 'Listening']","['Selfish', 'Controlling', 'Passive']",Yes,Yes,Yes,Pass,Business,13217
Jo-Ann Gallihaulk,10/09/2019,"{'C#': 2, 'R': 3, 'SPSS': 3, 'PHP': 2}","['Altruism', 'Independent', 'Empathy']","['Undisciplined', 'Sensitive', 'Immature']",Yes,Yes,Yes,Pass,Business,13218
Larisa Cordero,03/09/2019,{'Python': 3},['Reliable'],['Selfish'],Yes,Yes,Yes,Pass,Data,13219
Mark Beckingham,10/09/2019,"{'Python': 2, 'C#': 2, 'Ruby': 1, 'PHP': 4, 'JavaScript': 6}","['Charisma', 'Passionate']",['Distracted'],Yes,Yes,No,Fail,Business,13220
Vevay Feirn,12/09/2019,"{'C#': 4, 'Java': 5, 'Ruby': 3, 'PHP': 2, 'JavaScript': 3}","['Reliable', 'Organisation', 'Charisma']","['Competitive', 'Undisciplined']",Yes,Yes,Yes,Fail,Data,13221
Toby Stadden,04/09/2019,"{'PHP': 4, 'C++': 6, 'JavaScript': 1}",['Curious'],"['Chatty', 'Stubborn']",Yes,Yes,Yes,Pass,Engineering,13222
Umeko Bozier,17/09/2019,{'C++': 3},"['Listening', 'Problem Solving', 'Patient']","['Impulsive', 'Chaotic']",Yes,No,Yes,Fail,Engineering,13223
Ryley Dael,10/09/2019,{'C#': 2},"['Charisma', 'Efficient']","['Indecisive', 'Anxious']",No,Yes,Yes,Fail,Engineering,13224
Engracia Polycote,04/09/2019,"{'C#': 4, 'Ruby': 1, 'PHP': 4, 'JavaScript': 1}","['Problem Solving', 'Reliable', 'Patient']","['Anxious', 'Indifferent']",Yes,Yes,Yes,Pass,Business,13225
Arman Boribal,04/09/2019,"{'Python': 3, 'Ruby': 2, 'R': 3, 'JavaScript': 3}","['Rational', 'Courteous', 'Perfectionism']","['Competitive', 'Passive']",Yes,Yes,Yes,Pass,Data,13226
Vernon Bennough,24/09/2019,"{'Python': 2, 'Java': 3, 'Ruby': 1, 'JavaScript': 8}","['Innovative', 'Problem Solving']","['Perfectionist', 'Anxious', 'Passive']",Yes,Yes,Yes,Pass,Engineering,13227
Monty Gorriessen,12/09/2019,"{'Java': 6, 'R': 4, 'PHP': 1}","['Versatile', 'Curious']",['Chaotic'],Yes,Yes,Yes,Pass,Data,13228
Clyve Gillhespy,26/09/2019,"{'C#': 4, 'Java': 4, 'R': 3}",['Perfectionism'],"['Indecisive', 'Introverted']",Yes,Yes,Yes,Pass,Business,13229
Vaclav Pietesch,12/09/2019,"{'Python': 1, 'Java': 2, 'PHP': 3, 'C++': 4}","['Competitive', 'Independent']","['Passive', 'Selfish', 'Chaotic']",Yes,Yes,No,Fail,Engineering,13230
Matthaeus Audas,30/04/2019,"{'Python': 3, 'Java': 3, 'SPSS': 4, 'C++': 2}","['Reliable', 'Curious', 'Patient']","['Critical', 'Introverted', 'Immature']",Yes,Yes,Yes,Pass,Data,13231
Cherey Tollfree,25/04/2019,"{'C#': 1, 'Java': 3, 'Ruby': 3}","['Consistent', 'Organisation']",['Undisciplined'],Yes,Yes,Yes,Pass,Business,13232
Kassi Pinnock,18/04/2019,"{'C#': 5, 'R': 1, 'SPSS': 3, 'PHP': 5}",['Versatile'],"['Stubborn', 'Passive']",Yes,Yes,Yes,Pass,Engineering,13233
Rivi Epinay,17/04/2019,"{'Python': 4, 'PHP': 1}","['Passionate', 'Patient']","['Conventional', 'Undisciplined']",Yes,No,Yes,Fail,Business,13234
Lay Trosdall,16/04/2019,"{'Java': 3, 'Ruby': 2, 'C++': 8, 'JavaScript': 2}",['Organisation'],"['Overbearing', 'Introverted']",Yes,Yes,Yes,Pass,Engineering,13235
Nance Crate,02/04/2019,"{'Java': 5, 'Ruby': 4}","['Consistent', 'Determined']","['Sensitive', 'Indecisive']",No,Yes,Yes,Fail,Engineering,13236
Shelia Carlesi,02/04/2019,{'Python': 5},['Courteous'],"['Introverted', 'Impatient']",Yes,Yes,Yes,Fail,Data,13237
Clemente Akitt,02/04/2019,"{'Ruby': 4, 'SPSS': 3, 'PHP': 2, 'C++': 1}","['Collaboration', 'Problem Solving', 'Ambitious']","['Anxious', 'Competitive']",No,No,Yes,Fail,Data,13238
Kimbell Lasseter,16/04/2019,"{'C#': 2, 'C++': 4}",['Perfectionism'],"['Conventional', 'Passive', 'Chatty']",Yes,No,Yes,Fail,Data,13239
Johanna Inold,03/04/2019,"{'Ruby': 2, 'SPSS': 1}","['Courteous', 'Perfectionism', 'Reliable']","['Impulsive', 'Distracted']",Yes,Yes,Yes,Pass,Engineering,13240
Tiler Andrejevic,10/04/2019,"{'Ruby': 2, 'SPSS': 2}","['Critical Thinking', 'Independent']","['Undisciplined', 'Passive']",Yes,Yes,Yes,Pass,Data,13241
Ash Hannon,17/04/2019,{'C++': 1},"['Altruism', 'Independent']","['Immature', 'Stubborn']",Yes,Yes,Yes,Pass,Business,13242
Marie-Ann Vaar,17/04/2019,"{'Java': 1, 'Ruby': 4}","['Competitive', 'Collaboration']","['Chaotic', 'Perfectionist', 'Procrastination']",Yes,No,Yes,Fail,Data,13243
Orazio Brawn,16/04/2019,"{'C#': 6, 'Java': 3, 'R': 2, 'SPSS': 1, 'JavaScript': 1}",['Reliable'],"['Indifferent', 'Chaotic', 'Introverted']",Yes,Yes,Yes,Pass,Engineering,13244
Edgar Willeman,30/04/2019,"{'C#': 4, 'PHP': 3}","['Ambitious', 'Courteous', 'Patient']","['Perfectionist', 'Immature']",No,Yes,Yes,Fail,Data,13245
Rip Mcilvenny,18/04/2019,"{'R': 2, 'SPSS': 3}","['Consistent', 'Altruism']",['Passive'],Yes,Yes,Yes,Pass,Data,13246
Delila Garret,09/04/2019,"{'C#': 3, 'SPSS': 2, 'PHP': 1, 'JavaScript': 4}","['Collaboration', 'Courteous']","['Chaotic', 'Indecisive', 'Overbearing']",Yes,Yes,No,Fail,Data,13247
Homer Hymer,09/04/2019,"{'Python': 3, 'Ruby': 5, 'PHP': 2, 'C++': 5}",['Versatile'],['Impulsive'],No,Yes,Yes,Fail,Business,13248
Sibyl Braddick,18/04/2019,"{'Python': 2, 'PHP': 2}",['Efficient'],['Indecisive'],Yes,Yes,Yes,Pass,Data,13249
Meridel Randell,11/04/2019,"{'Python': 2, 'R': 4, 'SPSS': 2}",['Efficient'],"['Slow', 'Procrastination']",Yes,Yes,Yes,Pass,Business,13250
Alli Sleeford,17/04/2019,"{'Java': 3, 'Ruby': 2, 'SPSS': 3, 'C++': 4, 'JavaScript': 1}","['Altruism', 'Courteous', 'Innovative']",['Anxious'],No,Yes,Yes,Fail,Engineering,13251
Janet Copner,18/04/2019,"{'Python': 4, 'C#': 5, 'Ruby': 3, 'PHP': 2, 'JavaScript': 2}","['Altruism', 'Problem Solving', 'Perfectionism']","['Critical', 'Selfish', 'Impulsive']",Yes,Yes,Yes,Pass,Data,13252
Irina Marritt,16/04/2019,"{'Python': 1, 'R': 1, 'C++': 2}",['Empathy'],"['Critical', 'Conventional', 'Chatty']",Yes,Yes,No,Fail,Engineering,13253
Babette Mcgloughlin,03/04/2019,{'R': 3},['Passionate'],"['Controlling', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering,13254
Chicky Sawbridge,02/04/2019,"{'Python': 9, 'Ruby': 4, 'R': 2, 'SPSS': 6, 'PHP': 3}","['Consistent', 'Composure', 'Innovative']","['Impatient', 'Distracted', 'Critical']",Yes,Yes,Yes,Pass,Engineering,13255
Tori Weatherhill,02/04/2019,"{'C#': 6, 'Java': 2, 'Ruby': 1, 'R': 1, 'PHP': 4}","['Patient', 'Competitive']",['Stubborn'],Yes,Yes,Yes,Pass,Business,13256
Parke Van Son,24/04/2019,"{'Python': 3, 'C#': 3, 'PHP': 1}","['Versatile', 'Competitive']",['Impatient'],Yes,Yes,Yes,Pass,Engineering,13257
Hazel Boyack,24/04/2019,"{'Python': 2, 'Ruby': 4, 'R': 3}","['Patient', 'Altruism']","['Chatty', 'Overbearing', 'Sensitive']",Yes,Yes,Yes,Pass,Business,13258
Ivett Bridel,18/04/2019,{'SPSS': 6},"['Critical Thinking', 'Empathy']","['Overbearing', 'Impatient']",Yes,No,Yes,Fail,Engineering,13259
Isacco Boichat,11/04/2019,"{'R': 5, 'SPSS': 1, 'C++': 4, 'JavaScript': 5}",['Patient'],"['Critical', 'Competitive', 'Sensitive']",No,Yes,Yes,Fail,Data,13260
Ardelis Gylle,04/04/2019,"{'SPSS': 3, 'JavaScript': 6}","['Listening', 'Critical Thinking', 'Passionate']","['Immature', 'Sensitive', 'Undisciplined']",Yes,No,Yes,Fail,Data,13261
Brose Benaine,18/04/2019,"{'Python': 3, 'PHP': 4}",['Composure'],"['Overbearing', 'Sensitive']",Yes,Yes,Yes,Pass,Engineering,13262
Adela Valance,30/04/2019,"{'C#': 4, 'SPSS': 5, 'PHP': 3}","['Ambitious', 'Patient', 'Efficient']",['Selfish'],Yes,Yes,Yes,Pass,Engineering,13263
Aggy Hefferan,18/04/2019,"{'Python': 2, 'Java': 5, 'Ruby': 3}","['Determined', 'Efficient', 'Independent']","['Impatient', 'Indifferent', 'Controlling']",Yes,Yes,Yes,Pass,Engineering,13264
Leah Earney,09/04/2019,"{'Python': 4, 'R': 3, 'PHP': 3}","['Reliable', 'Empathy', 'Independent']","['Stubborn', 'Undisciplined']",Yes,Yes,Yes,Pass,Data,13265
Mile O'Brien,10/04/2019,"{'Java': 2, 'Ruby': 2}",['Courteous'],"['Immature', 'Chatty', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering,13266
Horatio Christley,30/04/2019,"{'Java': 1, 'Ruby': 4, 'C++': 6}",['Passionate'],['Critical'],Yes,Yes,Yes,Pass,Engineering,13267
Regan Rawlins,09/04/2019,{'PHP': 1},"['Organisation', 'Patient', 'Determined']","['Competitive', 'Procrastination']",Yes,Yes,Yes,Pass,Data,13268
Mercy Coronas,04/04/2019,"{'Python': 3, 'C#': 5, 'Java': 2, 'R': 6, 'SPSS': 1, 'JavaScript': 4}","['Determined', 'Problem Solving']","['Distracted', 'Overbearing', 'Perfectionist']",Yes,Yes,Yes,Pass,Data,13269
Darcy Srutton,16//04/2019,{'C#': 3},"['Rational', 'Altruism']","['Overbearing', 'Indecisive']",Yes,Yes,Yes,Pass,Data,13270
Westbrooke Wonham,16/04/2019,"{'Python': 3, 'Java': 1, 'SPSS': 1, 'JavaScript': 1}",['Creative'],['Chatty'],Yes,Yes,Yes,Pass,Engineering,13271
Jessee Chisnall,16/04/2019,"{'Python': 5, 'PHP': 1, 'C++': 5, 'JavaScript': 3}","['Organisation', 'Competitive']",['Impulsive'],Yes,Yes,Yes,Pass,Business,13272
Isac Peschmann,04/04/2019,"{'Java': 1, 'Ruby': 3, 'R': 1, 'SPSS': 3, 'C++': 1}",['Consistent'],"['Undisciplined', 'Indecisive', 'Anxious']",Yes,Yes,Yes,Pass,Engineering,13273
Valenka Jirsa,11/04/2019,"{'Python': 1, 'C#': 5, 'Ruby': 3, 'SPSS': 5, 'PHP': 4, 'JavaScript': 5}","['Ambitious', 'Determined', 'Composure']","['Passive', 'Chatty', 'Indifferent']",Yes,Yes,No,Fail,Business,13274
Sheeree Collop,10/04/2019,"{'R': 7, 'SPSS': 5, 'JavaScript': 4}","['Problem Solving', 'Passionate', 'Innovative']","['Selfish', 'Intolerant']",Yes,Yes,Yes,Pass,Engineering,13275
Orion Dines,03/04/2019,"{'C#': 2, 'R': 3, 'JavaScript': 3}",['Independent'],"['Intolerant', 'Competitive']",Yes,No,No,Fail,Business,13276
Ali Outram,16/04/2019,"{'C#': 7, 'Ruby': 8, 'SPSS': 4}","['Determined', 'Listening', 'Consistent']","['Introverted', 'Sensitive']",Yes,Yes,No,Fail,Data,13277
Rhona Bisgrove,04/04/2019,"{'R': 6, 'C++': 3}",['Critical Thinking'],"['Chatty', 'Passive']",Yes,Yes,Yes,Pass,Business,13278
Fredrick Carvil,25/04/2019,"{'Python': 7, 'C#': 4, 'SPSS': 1, 'JavaScript': 3}","['Composure', 'Versatile']","['Slow', 'Chatty']",Yes,No,Yes,Fail,Engineering,13279
Annalise Easom,16/04/2019,"{'Python': 1, 'C#': 5, 'Ruby': 3, 'R': 3, 'SPSS': 2, 'PHP': 2}","['Reliable', 'Passionate', 'Determined']","['Stubborn', 'Intolerant']",No,Yes,No,Fail,Business,13280
Gardie Swaysland,04/04/2019,"{'Ruby': 7, 'PHP': 2, 'C++': 3}",['Creative'],"['Controlling', 'Slow', 'Conventional']",Yes,Yes,Yes,Pass,Data,13281
Gayla Bownas,03/04/2019,"{'Java': 2, 'R': 3, 'C++': 1}",['Consistent'],['Anxious'],Yes,Yes,Yes,Pass,Business,13282
Mira Bofield,02/04/2019,"{'Ruby': 2, 'R': 3, 'SPSS': 4, 'JavaScript': 2}",['Courteous'],"['Sensitive', 'Distracted']",Yes,Yes,Yes,Pass,Engineering,13283
Theobald Rawles,11/04/2019,{'C++': 5},['Critical Thinking'],"['Passive', 'Immature', 'Slow']",Yes,Yes,Yes,Pass,Business,13284
Libbie Pluck,10/04/2019,{'Python': 2},"['Creative', 'Critical Thinking', 'Collaboration']","['Overbearing', 'Indecisive', 'Chaotic']",Yes,Yes,Yes,Fail,Data,13285
Corty Frearson,16/04/2019,"{'Python': 1, 'C#': 6, 'R': 7, 'SPSS': 2, 'PHP': 1, 'C++': 5, 'JavaScript': 1}","['Charisma', 'Innovative']","['Distracted', 'Introverted', 'Slow']",Yes,Yes,Yes,Pass,Business,13286
Salomi Shalders,30/04/2019,"{'C#': 2, 'Ruby': 1, 'SPSS': 1, 'PHP': 1, 'C++': 2, 'JavaScript': 3}",['Creative'],"['Selfish', 'Slow']",Yes,Yes,Yes,Pass,Data,13287
Corby Adnett,09/04/2019,"{'C#': 3, 'Java': 1, 'PHP': 2, 'C++': 6}",['Composure'],"['Immature', 'Indecisive']",Yes,Yes,Yes,Pass,Data,13288
Charlotte Possa,04/04/2019,"{'C#': 6, 'R': 1, 'SPSS': 5, 'C++': 1}",['Ambitious'],['Selfish'],Yes,Yes,Yes,Pass,Data,13289
Idelle Kidstoun,25/04/2019,"{'C#': 1, 'Ruby': 5, 'SPSS': 4, 'C++': 6}",['Passionate'],"['Indecisive', 'Passive']",Yes,Yes,Yes,Pass,Business,13290
Maurita Gimblet,02/04/2019,"{'Ruby': 3, 'PHP': 1}","['Altruism', 'Curious', 'Critical Thinking']",['Impulsive'],No,Yes,Yes,Fail,Engineering,13291
Nara Bagger,09/04/2019,"{'Python': 6, 'C#': 5, 'Ruby': 2}","['Perfectionism', 'Curious']","['Chaotic', 'Intolerant']",Yes,Yes,Yes,Pass,Engineering,13292
Willow Karp,03/04/2019,"{'R': 3, 'SPSS': 4, 'JavaScript': 7}","['Curious', 'Perfectionism', 'Independent']","['Controlling', 'Perfectionist', 'Overbearing']",Yes,Yes,Yes,Fail,Business,13293
Brooks Gethouse,17/04/2019,"{'Python': 4, 'Java': 5, 'SPSS': 1, 'C++': 2}","['Altruism', 'Collaboration', 'Perfectionism']","['Slow', 'Controlling']",No,Yes,Yes,Fail,Data,13294
Norbie Iacobucci,04/04/2019,"{'C#': 1, 'PHP': 5}","['Problem Solving', 'Rational']","['Perfectionist', 'Sensitive', 'Undisciplined']",Yes,Yes,Yes,Pass,Data,13295
Nanette Borrill,18/04/2019,"{'Java': 4, 'Ruby': 4}","['Competitive', 'Versatile']",['Slow'],Yes,Yes,Yes,Fail,Engineering,13296
Andreas Kincey,04/04/2019,"{'Java': 1, 'R': 3}","['Curious', 'Creative']","['Chaotic', 'Impulsive']",No,Yes,No,Fail,Business,13297
Grady Romeo,02/04/2019,"{'C#': 5, 'JavaScript': 5}",['Empathy'],"['Introverted', 'Chaotic', 'Slow']",Yes,Yes,Yes,Pass,Business,13298
Harper Armell,30/04/2019,"{'Python': 5, 'C#': 2, 'PHP': 1, 'C++': 4, 'JavaScript': 3}",['Collaboration'],['Undisciplined'],Yes,Yes,Yes,Pass,Data,13299
Augustin Winters,09/04/2019,"{'Java': 3, 'JavaScript': 3}",['Determined'],"['Sensitive', 'Procrastination', 'Slow']",Yes,Yes,Yes,Pass,Engineering,13300
Ilka Moodie,17/04/2019,"{'C#': 3, 'Java': 5, 'PHP': 1}","['Independent', 'Efficient']","['Critical', 'Sensitive']",No,Yes,Yes,Fail,Business,13301
Alanna Frane,03/04/2019,"{'Python': 1, 'R': 1}",['Patient'],"['Intolerant', 'Slow']",Yes,Yes,Yes,Fail,Business,13302
Broddie Tetla,30/04/2019,"{'C#': 3, 'Ruby': 1, 'R': 3, 'JavaScript': 2}",['Passionate'],"['Impulsive', 'Distracted']",Yes,Yes,Yes,Pass,Business,13303
Chelsea Millward,03/04/2019,"{'Python': 3, 'C#': 3, 'Ruby': 2}","['Rational', 'Empathy', 'Courteous']","['Conventional', 'Controlling']",Yes,Yes,Yes,Pass,Data,13304
Franciska Kezor,09/04/2019,"{'Python': 4, 'Java': 2, 'Ruby': 4, 'SPSS': 2, 'C++': 5, 'JavaScript': 1}",['Competitive'],['Controlling'],No,Yes,Yes,Fail,Engineering,13305
Stefan Gersam,03/04/2019,"{'C#': 1, 'Ruby': 4, 'SPSS': 5, 'C++': 1, 'JavaScript': 1}","['Empathy', 'Rational', 'Perfectionism']","['Sensitive', 'Immature', 'Intolerant']",Yes,Yes,Yes,Pass,Data,13306
Carline Zuker,03/04/2019,"{'Python': 3, 'SPSS': 4}","['Efficient', 'Rational', 'Reliable']","['Indifferent', 'Chatty']",No,Yes,Yes,Fail,Data,13307
Bear Blacksell,23/04/2019,"{'Python': 2, 'C#': 1, 'Java': 1, 'Ruby': 1, 'JavaScript': 3}","['Listening', 'Passionate']",['Stubborn'],Yes,Yes,Yes,Pass,Engineering,13308
Lon Gillimgham,10/04/2019,"{'C#': 1, 'R': 4, 'SPSS': 4}","['Rational', 'Reliable', 'Courteous']","['Impulsive', 'Indecisive']",Yes,Yes,Yes,Pass,Data,13309
Alyce Hares,23/04/2019,{'C++': 3},"['Reliable', 'Competitive']","['Competitive', 'Indifferent', 'Impatient']",Yes,Yes,Yes,Pass,Data,13310
Mimi Beamand,09/04/2019,,['Courteous'],"['Critical', 'Introverted', 'Overbearing']",Yes,Yes,Yes,Pass,Data,13311
Morgana Mcdarmid,09/04/2019,"{'C#': 8, 'R': 3, 'C++': 4, 'JavaScript': 2}","['Collaboration', 'Empathy']",['Introverted'],Yes,No,Yes,Fail,Business,13312
Hervey Climer,18/04/2019,"{'Python': 2, 'Java': 5, 'PHP': 1, 'C++': 8}","['Altruism', 'Collaboration']","['Sensitive', 'Perfectionist', 'Distracted']",Yes,Yes,Yes,Pass,Business,13313
Cami Burberow,02/04/2019,"{'Java': 5, 'R': 3, 'C++': 2}","['Competitive', 'Courteous', 'Rational']","['Conventional', 'Critical', 'Anxious']",Yes,Yes,Yes,Pass,Business,13314
Lynnell Samber,09/04/2019,"{'Java': 1, 'JavaScript': 1}","['Innovative', 'Determined', 'Critical Thinking']","['Immature', 'Passive', 'Impulsive']",Yes,Yes,Yes,Pass,Data,13315
Rosina Ellaway,24/04/2019,{'C++': 3},"['Determined', 'Problem Solving']",['Immature'],Yes,No,Yes,Fail,Engineering,13316
Shelagh Barthel,18/04/2019,"{'C#': 3, 'R': 3, 'SPSS': 2}","['Innovative', 'Efficient']","['Indecisive', 'Chaotic']",Yes,Yes,Yes,Pass,Data,13317
Terri Spensley,16/04/2019,"{'C#': 8, 'Java': 3, 'SPSS': 1, 'PHP': 1}",['Problem Solving'],['Immature'],No,Yes,Yes,Fail,Business,13318
Arlin Leman,30/04/2019,"{'Java': 4, 'Ruby': 4, 'SPSS': 3}","['Rational', 'Versatile']","['Introverted', 'Anxious']",Yes,Yes,Yes,Pass,Data,13319
Sonnnie Stelljes,18/04/2019,"{'Ruby': 2, 'R': 1}","['Courteous', 'Charisma']",['Controlling'],Yes,Yes,Yes,Pass,Business,13320
Elfrida Santarelli,30/04/2019,{'Python': 2},"['Courteous', 'Charisma', 'Organisation']","['Intolerant', 'Conventional', 'Chaotic']",Yes,Yes,Yes,Fail,Business,13321
Dorolisa Cutmere,25/04/2019,"{'Java': 3, 'SPSS': 4}","['Consistent', 'Patient']","['Introverted', 'Controlling', 'Impatient']",Yes,No,Yes,Fail,Engineering,13322
Alberto O Sullivan,04/04/2019,"{'Python': 3, 'C#': 4, 'Ruby': 4, 'SPSS': 3, 'PHP': 1, 'JavaScript': 4}","['Reliable', 'Perfectionism']","['Conventional', 'Procrastination', 'Impulsive']",Yes,Yes,No,Fail,Business,13323
Doretta Lourenco,30/04/2019,"{'C#': 4, 'Ruby': 3, 'R': 2, 'JavaScript': 2}","['Reliable', 'Collaboration', 'Rational']",['Intolerant'],Yes,Yes,Yes,Pass,Data,13324
Cordie Capon,30/04/2019,"{'Python': 3, 'Java': 3, 'R': 4, 'PHP': 1}","['Collaboration', 'Versatile']","['Immature', 'Selfish']",Yes,Yes,Yes,Pass,Data,13325
Hogan Bushnell,10/04/2019,{'PHP': 2},"['Charisma', 'Composure', 'Competitive']","['Conventional', 'Selfish']",Yes,Yes,Yes,Pass,Data,13326
